"","site","studySub","studyName","subSiteID","sppCode","Scale","dateR","rich","div","abund","temp_n","initialDateR","finalDateR","initialRich","initialDiv","initalAbund","duration","PubGrayRaw","Peer","Sys","Taxon","Trophic","alphaSQM","AbundType","AbundUnitsOrig","AbundYes","Event","Event1","Event2","Driver","Prediction","Lat","Long","nSiteReps","Climate","Protection","event1R","event2R","abundFinal","slKM","gammaSQM","richLN","initialRichLN","year0","initialYr","year0Z","initialYrZ","durationZ","abundCS"
"4796","Venados","Carballo","Carballo","Carballo_Venados_R","R","alpha","2002-11-01",0.2192,1.2544,5.0878,43,"2001-02-01","2006-09-01",0.1565,2.1397,10.3784,5.58356164383562,"Pub","Published","hardBottom","sponges","2",4,"Abundance","individualsPer1m2",1,"no",NA,NA,"None","none",23.238,-106.471,1,"tropical","2_unprotected",NA,NA,5.0878,0.1,NA,-1.142,-1.361,40.83,39.09,12.83,11.09,-22.4164383561644,-0.35
"4770","Venados","Carballo","Carballo","Carballo_Venados_R","R","alpha","2003-02-01",0.1892,1.4262,2.8932,43,"2001-02-01","2006-09-01",0.1565,2.1397,10.3784,5.58356164383562,"Pub","Published","hardBottom","sponges","2",4,"Abundance","individualsPer1m2",1,"no",NA,NA,"None","none",23.238,-106.471,1,"tropical","2_unprotected",NA,NA,2.8932,0.1,NA,-1.241,-1.361,41.08,39.09,13.08,11.09,-22.4164383561644,-0.964
"4771","Venados","Carballo","Carballo","Carballo_Venados_R","R","alpha","2003-04-01",0.237,1.5404,3.3588,43,"2001-02-01","2006-09-01",0.1565,2.1397,10.3784,5.58356164383562,"Pub","Published","hardBottom","sponges","2",4,"Abundance","individualsPer1m2",1,"no",NA,NA,"None","none",23.238,-106.471,1,"tropical","2_unprotected",NA,NA,3.3588,0.1,NA,-1.088,-1.361,41.25,39.09,13.25,11.09,-22.4164383561644,-0.834
"4785","Venados","Carballo","Carballo","Carballo_Venados_R","R","alpha","2003-08-01",0.1928,1.4551,2.9506,43,"2001-02-01","2006-09-01",0.1565,2.1397,10.3784,5.58356164383562,"Pub","Published","hardBottom","sponges","2",4,"Abundance","individualsPer1m2",1,"no",NA,NA,"None","none",23.238,-106.471,1,"tropical","2_unprotected",NA,NA,2.9506,0.1,NA,-1.228,-1.361,41.58,39.09,13.58,11.09,-22.4164383561644,-0.948
"4786","Venados","Carballo","Carballo","Carballo_Venados_R","R","alpha","2003-12-01",0.1804,1.709,2.62,43,"2001-02-01","2006-09-01",0.1565,2.1397,10.3784,5.58356164383562,"Pub","Published","hardBottom","sponges","2",4,"Abundance","individualsPer1m2",1,"no",NA,NA,"None","none",23.238,-106.471,1,"tropical","2_unprotected",NA,NA,2.62,0.1,NA,-1.272,-1.361,41.91,39.09,13.91,11.09,-22.4164383561644,-1.041
"4787","Venados","Carballo","Carballo","Carballo_Venados_R","R","alpha","2004-02-01",0.4104,0.9464,4.0953,43,"2001-02-01","2006-09-01",0.1565,2.1397,10.3784,5.58356164383562,"Pub","Published","hardBottom","sponges","2",4,"Abundance","individualsPer1m2",1,"no",NA,NA,"None","none",23.238,-106.471,1,"tropical","2_unprotected",NA,NA,4.0953,0.1,NA,-0.673,-1.361,42.08,39.09,14.08,11.09,-22.4164383561644,-0.628
"4788","Venados","Carballo","Carballo","Carballo_Venados_R","R","alpha","2004-04-01",0.8083,1.7915,5.9395,43,"2001-02-01","2006-09-01",0.1565,2.1397,10.3784,5.58356164383562,"Pub","Published","hardBottom","sponges","2",4,"Abundance","individualsPer1m2",1,"no",NA,NA,"None","none",23.238,-106.471,1,"tropical","2_unprotected",NA,NA,5.9395,0.1,NA,-0.096,-1.361,42.25,39.09,14.25,11.09,-22.4164383561644,-0.112
"4789","Venados","Carballo","Carballo","Carballo_Venados_R","R","alpha","2004-08-01",0.2779,2.055,5.2401,43,"2001-02-01","2006-09-01",0.1565,2.1397,10.3784,5.58356164383562,"Pub","Published","hardBottom","sponges","2",4,"Abundance","individualsPer1m2",1,"no",NA,NA,"None","none",23.238,-106.471,1,"tropical","2_unprotected",NA,NA,5.2401,0.1,NA,-0.973,-1.361,42.58,39.09,14.58,11.09,-22.4164383561644,-0.308
"4777","Venados","Carballo","Carballo","Carballo_Venados_R","R","alpha","2004-12-01",0.2638,1.9465,4.793,43,"2001-02-01","2006-09-01",0.1565,2.1397,10.3784,5.58356164383562,"Pub","Published","hardBottom","sponges","2",4,"Abundance","individualsPer1m2",1,"no",NA,NA,"None","none",23.238,-106.471,1,"tropical","2_unprotected",NA,NA,4.793,0.1,NA,-1.011,-1.361,42.92,39.09,14.92,11.09,-22.4164383561644,-0.433
"4791","Venados","Carballo","Carballo","Carballo_Venados_R","R","alpha","2005-02-01",0.4141,1.136,5.1227,43,"2001-02-01","2006-09-01",0.1565,2.1397,10.3784,5.58356164383562,"Pub","Published","hardBottom","sponges","2",4,"Abundance","individualsPer1m2",1,"no",NA,NA,"None","none",23.238,-106.471,1,"tropical","2_unprotected",NA,NA,5.1227,0.1,NA,-0.665,-1.361,43.09,39.09,15.09,11.09,-22.4164383561644,-0.34
"4768","Venados","Carballo","Carballo","Carballo_Venados_R","R","alpha","2005-03-01",0.3256,1.1127,3.491,43,"2001-02-01","2006-09-01",0.1565,2.1397,10.3784,5.58356164383562,"Pub","Published","hardBottom","sponges","2",4,"Abundance","individualsPer1m2",1,"no",NA,NA,"None","none",23.238,-106.471,1,"tropical","2_unprotected",NA,NA,3.491,0.1,NA,-0.854,-1.361,43.16,39.09,15.16,11.09,-22.4164383561644,-0.797
"4778","Venados","Carballo","Carballo","Carballo_Venados_R","R","alpha","2005-04-01",0.3841,1.2836,3.9955,43,"2001-02-01","2006-09-01",0.1565,2.1397,10.3784,5.58356164383562,"Pub","Published","hardBottom","sponges","2",4,"Abundance","individualsPer1m2",1,"no",NA,NA,"None","none",23.238,-106.471,1,"tropical","2_unprotected",NA,NA,3.9955,0.1,NA,-0.725,-1.361,43.25,39.09,15.25,11.09,-22.4164383561644,-0.656
"4779","Venados","Carballo","Carballo","Carballo_Venados_R","R","alpha","2005-05-01",0.4425,1.3738,6.0145,43,"2001-02-01","2006-09-01",0.1565,2.1397,10.3784,5.58356164383562,"Pub","Published","hardBottom","sponges","2",4,"Abundance","individualsPer1m2",1,"no",NA,NA,"None","none",23.238,-106.471,1,"tropical","2_unprotected",NA,NA,6.0145,0.1,NA,-0.612,-1.361,43.33,39.09,15.33,11.09,-22.4164383561644,-0.091
"4780","Venados","Carballo","Carballo","Carballo_Venados_R","R","alpha","2005-06-01",0.5345,1.4208,7.1014,43,"2001-02-01","2006-09-01",0.1565,2.1397,10.3784,5.58356164383562,"Pub","Published","hardBottom","sponges","2",4,"Abundance","individualsPer1m2",1,"no",NA,NA,"None","none",23.238,-106.471,1,"tropical","2_unprotected",NA,NA,7.1014,0.1,NA,-0.455,-1.361,43.41,39.09,15.41,11.09,-22.4164383561644,0.213
"4781","Venados","Carballo","Carballo","Carballo_Venados_R","R","alpha","2005-07-01",0.8864,1.8083,10.8679,43,"2001-02-01","2006-09-01",0.1565,2.1397,10.3784,5.58356164383562,"Pub","Published","hardBottom","sponges","2",4,"Abundance","individualsPer1m2",1,"no",NA,NA,"None","none",23.238,-106.471,1,"tropical","2_unprotected",NA,NA,10.8679,0.1,NA,-0.014,-1.361,43.5,39.09,15.5,11.09,-22.4164383561644,1.267
"4782","Venados","Carballo","Carballo","Carballo_Venados_R","R","alpha","2005-08-01",0.5983,1.4383,10.2655,43,"2001-02-01","2006-09-01",0.1565,2.1397,10.3784,5.58356164383562,"Pub","Published","hardBottom","sponges","2",4,"Abundance","individualsPer1m2",1,"no",NA,NA,"None","none",23.238,-106.471,1,"tropical","2_unprotected",NA,NA,10.2655,0.1,NA,-0.359,-1.361,43.58,39.09,15.58,11.09,-22.4164383561644,1.098
"4769","Venados","Carballo","Carballo","Carballo_Venados_R","R","alpha","2005-09-01",0.4692,1.4516,9.5855,43,"2001-02-01","2006-09-01",0.1565,2.1397,10.3784,5.58356164383562,"Pub","Published","hardBottom","sponges","2",4,"Abundance","individualsPer1m2",1,"no",NA,NA,"None","none",23.238,-106.471,1,"tropical","2_unprotected",NA,NA,9.5855,0.1,NA,-0.564,-1.361,43.67,39.09,15.67,11.09,-22.4164383561644,0.908
"4763","Venados","Carballo","Carballo","Carballo_Venados_R","R","alpha","2005-10-01",0.5931,1.5735,13.954,43,"2001-02-01","2006-09-01",0.1565,2.1397,10.3784,5.58356164383562,"Pub","Published","hardBottom","sponges","2",4,"Abundance","individualsPer1m2",1,"no",NA,NA,"None","none",23.238,-106.471,1,"tropical","2_unprotected",NA,NA,13.954,0.1,NA,-0.367,-1.361,43.75,39.09,15.75,11.09,-22.4164383561644,2.131
"4772","Venados","Carballo","Carballo","Carballo_Venados_R","R","alpha","2005-11-01",0.3544,1.1999,6.866,43,"2001-02-01","2006-09-01",0.1565,2.1397,10.3784,5.58356164383562,"Pub","Published","hardBottom","sponges","2",4,"Abundance","individualsPer1m2",1,"no",NA,NA,"None","none",23.238,-106.471,1,"tropical","2_unprotected",NA,NA,6.866,0.1,NA,-0.789,-1.361,43.83,39.09,15.83,11.09,-22.4164383561644,0.147
"4773","Venados","Carballo","Carballo","Carballo_Venados_R","R","alpha","2005-12-01",0.5594,1.5564,15.7395,43,"2001-02-01","2006-09-01",0.1565,2.1397,10.3784,5.58356164383562,"Pub","Published","hardBottom","sponges","2",4,"Abundance","individualsPer1m2",1,"no",NA,NA,"None","none",23.238,-106.471,1,"tropical","2_unprotected",NA,NA,15.7395,0.1,NA,-0.416,-1.361,43.92,39.09,15.92,11.09,-22.4164383561644,2.63
"4774","Venados","Carballo","Carballo","Carballo_Venados_R","R","alpha","2006-02-01",0.6215,1.7967,17.506,43,"2001-02-01","2006-09-01",0.1565,2.1397,10.3784,5.58356164383562,"Pub","Published","hardBottom","sponges","2",4,"Abundance","individualsPer1m2",1,"no",NA,NA,"None","none",23.238,-106.471,1,"tropical","2_unprotected",NA,NA,17.506,0.1,NA,-0.326,-1.361,44.08,39.09,16.08,11.09,-22.4164383561644,3.124
"4775","Venados","Carballo","Carballo","Carballo_Venados_R","R","alpha","2006-06-01",0.6215,1.5735,11.7968,43,"2001-02-01","2006-09-01",0.1565,2.1397,10.3784,5.58356164383562,"Pub","Published","hardBottom","sponges","2",4,"Abundance","individualsPer1m2",1,"no",NA,NA,"None","none",23.238,-106.471,1,"tropical","2_unprotected",NA,NA,11.7968,0.1,NA,-0.326,-1.361,44.41,39.09,16.41,11.09,-22.4164383561644,1.527
"4776","Venados","Carballo","Carballo","Carballo_Venados_R","R","alpha","2006-09-01",0.3828,1.2808,7.8157,43,"2001-02-01","2006-09-01",0.1565,2.1397,10.3784,5.58356164383562,"Pub","Published","hardBottom","sponges","2",4,"Abundance","individualsPer1m2",1,"no",NA,NA,"None","none",23.238,-106.471,1,"tropical","2_unprotected",NA,NA,7.8157,0.1,NA,-0.728,-1.361,44.67,39.09,16.67,11.09,-22.4164383561644,0.413
"1419","Eutrophic","Cardoso","Cardoso","Cardoso_Eutrophic_S","S","gamma","1992-02-03",23.3077,1.4775,66068.8915,72,"1992-02-03","2002-12-30",23.3077,1.4775,66068.8915,10.9123287671233,"Pub","Published","macrophyte","benthic invertebrates","2",NA,"Abundance","individualsPer1m2",1,"yes","Eutrophication",NA,"Eutrophication","negative",40.123,-8.836,1,"temperate","4_urban","1992-01-02",NA,66068.8915,0.1,0.114511052,3.153,3.153,30.09,30.09,2.09,2.09,-17.0876712328767,1.698
"1458","Eutrophic","Cardoso","Cardoso","Cardoso_Eutrophic_S","S","gamma","1992-03-04",27.2786,0.9245,141320,72,"1992-02-03","2002-12-30",23.3077,1.4775,66068.8915,10.9123287671233,"Pub","Published","macrophyte","benthic invertebrates","2",NA,"Abundance","individualsPer1m2",1,"yes","Eutrophication",NA,"Eutrophication","negative",40.123,-8.836,1,"temperate","4_urban","1992-01-02",NA,141320,0.1,0.114511052,3.31,3.153,30.17,30.09,2.17,2.09,-17.0876712328767,4.697
"1459","Eutrophic","Cardoso","Cardoso","Cardoso_Eutrophic_S","S","gamma","1992-04-10",26.8025,1.6785,106410,72,"1992-02-03","2002-12-30",23.3077,1.4775,66068.8915,10.9123287671233,"Pub","Published","macrophyte","benthic invertebrates","2",NA,"Abundance","individualsPer1m2",1,"yes","Eutrophication",NA,"Eutrophication","negative",40.123,-8.836,1,"temperate","4_urban","1992-01-02",NA,106410,0.1,0.114511052,3.292,3.153,30.27,30.09,2.27,2.09,-17.0876712328767,3.306
"1447","Eutrophic","Cardoso","Cardoso","Cardoso_Eutrophic_S","S","gamma","1992-05-12",25.8234,2.2104,37507.7101,72,"1992-02-03","2002-12-30",23.3077,1.4775,66068.8915,10.9123287671233,"Pub","Published","macrophyte","benthic invertebrates","2",NA,"Abundance","individualsPer1m2",1,"yes","Eutrophication",NA,"Eutrophication","negative",40.123,-8.836,1,"temperate","4_urban","1992-01-02",NA,37507.7101,0.1,0.114511052,3.255,3.153,30.36,30.09,2.36,2.09,-17.0876712328767,0.559
"1448","Eutrophic","Cardoso","Cardoso","Cardoso_Eutrophic_S","S","gamma","1992-06-16",23.8119,2.168,18467.634,72,"1992-02-03","2002-12-30",23.3077,1.4775,66068.8915,10.9123287671233,"Pub","Published","macrophyte","benthic invertebrates","2",NA,"Abundance","individualsPer1m2",1,"yes","Eutrophication",NA,"Eutrophication","negative",40.123,-8.836,1,"temperate","4_urban","1992-01-02",NA,18467.634,0.1,0.114511052,3.174,3.153,30.46,30.09,2.46,2.09,-17.0876712328767,-0.2
"1436","Eutrophic","Cardoso","Cardoso","Cardoso_Eutrophic_S","S","gamma","1992-07-19",22.3564,1.9194,NA,72,"1992-02-03","2002-12-30",23.3077,1.4775,66068.8915,10.9123287671233,"Pub","Published","macrophyte","benthic invertebrates","2",NA,"Abundance","individualsPer1m2",1,"yes","Eutrophication",NA,"Eutrophication","negative",40.123,-8.836,1,"temperate","4_urban","1992-01-02",NA,NA,0.1,0.114511052,3.112,3.153,30.55,30.09,2.55,2.09,-17.0876712328767,NA
"1450","Eutrophic","Cardoso","Cardoso","Cardoso_Eutrophic_S","S","gamma","1992-08-21",24.845,1.258,68783.1228,72,"1992-02-03","2002-12-30",23.3077,1.4775,66068.8915,10.9123287671233,"Pub","Published","macrophyte","benthic invertebrates","2",NA,"Abundance","individualsPer1m2",1,"yes","Eutrophication",NA,"Eutrophication","negative",40.123,-8.836,1,"temperate","4_urban","1992-01-02",NA,68783.1228,0.1,0.114511052,3.217,3.153,30.64,30.09,2.64,2.09,-17.0876712328767,1.806
"1451","Eutrophic","Cardoso","Cardoso","Cardoso_Eutrophic_S","S","gamma","1992-09-23",26.3541,0.885,71728.6947,72,"1992-02-03","2002-12-30",23.3077,1.4775,66068.8915,10.9123287671233,"Pub","Published","macrophyte","benthic invertebrates","2",NA,"Abundance","individualsPer1m2",1,"yes","Eutrophication",NA,"Eutrophication","negative",40.123,-8.836,1,"temperate","4_urban","1992-01-02",NA,71728.6947,0.1,0.114511052,3.275,3.153,30.73,30.09,2.73,2.09,-17.0876712328767,1.923
"1452","Eutrophic","Cardoso","Cardoso","Cardoso_Eutrophic_S","S","gamma","1992-10-28",24.8192,1.1522,52008.7591,72,"1992-02-03","2002-12-30",23.3077,1.4775,66068.8915,10.9123287671233,"Pub","Published","macrophyte","benthic invertebrates","2",NA,"Abundance","individualsPer1m2",1,"yes","Eutrophication",NA,"Eutrophication","negative",40.123,-8.836,1,"temperate","4_urban","1992-01-02",NA,52008.7591,0.1,0.114511052,3.216,3.153,30.82,30.09,2.82,2.09,-17.0876712328767,1.137
"1453","Eutrophic","Cardoso","Cardoso","Cardoso_Eutrophic_S","S","gamma","1992-12-13",33.3167,1.4379,37274.8593,72,"1992-02-03","2002-12-30",23.3077,1.4775,66068.8915,10.9123287671233,"Pub","Published","macrophyte","benthic invertebrates","2",NA,"Abundance","individualsPer1m2",1,"yes","Eutrophication",NA,"Eutrophication","negative",40.123,-8.836,1,"temperate","4_urban","1992-01-02",NA,37274.8593,0.1,0.114511052,3.509,3.153,30.95,30.09,2.95,2.09,-17.0876712328767,0.55
"1454","Eutrophic","Cardoso","Cardoso","Cardoso_Eutrophic_S","S","gamma","1993-01-16",27.3082,1.3479,31381.0078,72,"1992-02-03","2002-12-30",23.3077,1.4775,66068.8915,10.9123287671233,"Pub","Published","macrophyte","benthic invertebrates","2",NA,"Abundance","individualsPer1m2",1,"yes","Eutrophication",NA,"Eutrophication","negative",40.123,-8.836,1,"temperate","4_urban","1992-01-02",NA,31381.0078,0.1,0.114511052,3.311,3.153,31.04,30.09,3.04,2.09,-17.0876712328767,0.315
"1455","Eutrophic","Cardoso","Cardoso","Cardoso_Eutrophic_S","S","gamma","1993-02-15",12.3526,1.303,27073.634,72,"1992-02-03","2002-12-30",23.3077,1.4775,66068.8915,10.9123287671233,"Pub","Published","macrophyte","benthic invertebrates","2",NA,"Abundance","individualsPer1m2",1,"yes","Eutrophication",NA,"Eutrophication","negative",40.123,-8.836,1,"temperate","4_urban","1992-01-02",NA,27073.634,0.1,0.114511052,2.522,3.153,31.12,30.09,3.12,2.09,-17.0876712328767,0.143
"1456","Eutrophic","Cardoso","Cardoso","Cardoso_Eutrophic_S","S","gamma","1993-03-19",12.3,1.565,22086.4527,72,"1992-02-03","2002-12-30",23.3077,1.4775,66068.8915,10.9123287671233,"Pub","Published","macrophyte","benthic invertebrates","2",NA,"Abundance","individualsPer1m2",1,"yes","Eutrophication",NA,"Eutrophication","negative",40.123,-8.836,1,"temperate","4_urban","1992-01-02",NA,22086.4527,0.1,0.114511052,2.518,3.153,31.21,30.09,3.21,2.09,-17.0876712328767,-0.056
"1470","Eutrophic","Cardoso","Cardoso","Cardoso_Eutrophic_S","S","gamma","1993-04-19",12.3532,2.1734,13019.2812,72,"1992-02-03","2002-12-30",23.3077,1.4775,66068.8915,10.9123287671233,"Pub","Published","macrophyte","benthic invertebrates","2",NA,"Abundance","individualsPer1m2",1,"yes","Eutrophication",NA,"Eutrophication","negative",40.123,-8.836,1,"temperate","4_urban","1992-01-02",NA,13019.2812,0.1,0.114511052,2.522,3.153,31.3,30.09,3.3,2.09,-17.0876712328767,-0.417
"1471","Eutrophic","Cardoso","Cardoso","Cardoso_Eutrophic_S","S","gamma","1993-05-19",13.8094,2.4089,7352.0843,72,"1992-02-03","2002-12-30",23.3077,1.4775,66068.8915,10.9123287671233,"Pub","Published","macrophyte","benthic invertebrates","2",NA,"Abundance","individualsPer1m2",1,"yes","Eutrophication",NA,"Eutrophication","negative",40.123,-8.836,1,"temperate","4_urban","1992-01-02",NA,7352.0843,0.1,0.114511052,2.633,3.153,31.38,30.09,3.38,2.09,-17.0876712328767,-0.643
"1472","Eutrophic","Cardoso","Cardoso","Cardoso_Eutrophic_S","S","gamma","1993-07-06",16.8275,2.2396,9390.5695,72,"1992-02-03","2002-12-30",23.3077,1.4775,66068.8915,10.9123287671233,"Pub","Published","macrophyte","benthic invertebrates","2",NA,"Abundance","individualsPer1m2",1,"yes","Eutrophication",NA,"Eutrophication","negative",40.123,-8.836,1,"temperate","4_urban","1992-01-02",NA,9390.5695,0.1,0.114511052,2.829,3.153,31.51,30.09,3.51,2.09,-17.0876712328767,-0.562
"1460","Eutrophic","Cardoso","Cardoso","Cardoso_Eutrophic_S","S","gamma","1993-10-16",17.8873,1.7555,61064.9963,72,"1992-02-03","2002-12-30",23.3077,1.4775,66068.8915,10.9123287671233,"Pub","Published","macrophyte","benthic invertebrates","2",NA,"Abundance","individualsPer1m2",1,"yes","Eutrophication",NA,"Eutrophication","negative",40.123,-8.836,1,"temperate","4_urban","1992-01-02",NA,61064.9963,0.1,0.114511052,2.89,3.153,31.79,30.09,3.79,2.09,-17.0876712328767,1.498
"1461","Eutrophic","Cardoso","Cardoso","Cardoso_Eutrophic_S","S","gamma","1993-11-01",19.8728,1.6047,96649.2407,72,"1992-02-03","2002-12-30",23.3077,1.4775,66068.8915,10.9123287671233,"Pub","Published","macrophyte","benthic invertebrates","2",NA,"Abundance","individualsPer1m2",1,"yes","Eutrophication",NA,"Eutrophication","negative",40.123,-8.836,1,"temperate","4_urban","1992-01-02",NA,96649.2407,0.1,0.114511052,2.994,3.153,31.83,30.09,3.83,2.09,-17.0876712328767,2.917
"1449","Eutrophic","Cardoso","Cardoso","Cardoso_Eutrophic_S","S","gamma","1993-12-04",19.2908,1.9354,47464.3171,72,"1992-02-03","2002-12-30",23.3077,1.4775,66068.8915,10.9123287671233,"Pub","Published","macrophyte","benthic invertebrates","2",NA,"Abundance","individualsPer1m2",1,"yes","Eutrophication",NA,"Eutrophication","negative",40.123,-8.836,1,"temperate","4_urban","1992-01-02",NA,47464.3171,0.1,0.114511052,2.965,3.153,31.92,30.09,3.92,2.09,-17.0876712328767,0.956
"1463","Eutrophic","Cardoso","Cardoso","Cardoso_Eutrophic_S","S","gamma","1994-01-04",13.8117,2.0492,12105.3214,72,"1992-02-03","2002-12-30",23.3077,1.4775,66068.8915,10.9123287671233,"Pub","Published","macrophyte","benthic invertebrates","2",NA,"Abundance","individualsPer1m2",1,"yes","Eutrophication",NA,"Eutrophication","negative",40.123,-8.836,1,"temperate","4_urban","1992-01-02",NA,12105.3214,0.1,0.114511052,2.633,3.153,32.01,30.09,4.01,2.09,-17.0876712328767,-0.453
"1464","Eutrophic","Cardoso","Cardoso","Cardoso_Eutrophic_S","S","gamma","1994-04-01",9.339,1.663,26382.1632,72,"1992-02-03","2002-12-30",23.3077,1.4775,66068.8915,10.9123287671233,"Pub","Published","macrophyte","benthic invertebrates","2",NA,"Abundance","individualsPer1m2",1,"yes","Eutrophication",NA,"Eutrophication","negative",40.123,-8.836,1,"temperate","4_urban","1992-01-02",NA,26382.1632,0.1,0.114511052,2.245,3.153,32.25,30.09,4.25,2.09,-17.0876712328767,0.116
"1465","Eutrophic","Cardoso","Cardoso","Cardoso_Eutrophic_S","S","gamma","1994-05-08",9.3394,1.5307,25927.7086,72,"1992-02-03","2002-12-30",23.3077,1.4775,66068.8915,10.9123287671233,"Pub","Published","macrophyte","benthic invertebrates","2",NA,"Abundance","individualsPer1m2",1,"yes","Eutrophication",NA,"Eutrophication","negative",40.123,-8.836,1,"temperate","4_urban","1992-01-02",NA,25927.7086,0.1,0.114511052,2.245,3.153,32.35,30.09,4.35,2.09,-17.0876712328767,0.098
"1466","Eutrophic","Cardoso","Cardoso","Cardoso_Eutrophic_S","S","gamma","1994-06-12",12.3573,1.3932,NA,72,"1992-02-03","2002-12-30",23.3077,1.4775,66068.8915,10.9123287671233,"Pub","Published","macrophyte","benthic invertebrates","2",NA,"Abundance","individualsPer1m2",1,"yes","Eutrophication",NA,"Eutrophication","negative",40.123,-8.836,1,"temperate","4_urban","1992-01-02",NA,NA,0.1,0.114511052,2.522,3.153,32.44,30.09,4.44,2.09,-17.0876712328767,NA
"1467","Eutrophic","Cardoso","Cardoso","Cardoso_Eutrophic_S","S","gamma","1994-07-15",14.343,1.483,22979.2728,72,"1992-02-03","2002-12-30",23.3077,1.4775,66068.8915,10.9123287671233,"Pub","Published","macrophyte","benthic invertebrates","2",NA,"Abundance","individualsPer1m2",1,"yes","Eutrophication",NA,"Eutrophication","negative",40.123,-8.836,1,"temperate","4_urban","1992-01-02",NA,22979.2728,0.1,0.114511052,2.67,3.153,32.53,30.09,4.53,2.09,-17.0876712328767,-0.02
"1468","Eutrophic","Cardoso","Cardoso","Cardoso_Eutrophic_S","S","gamma","1994-08-21",13.3375,2.0202,15045.5303,72,"1992-02-03","2002-12-30",23.3077,1.4775,66068.8915,10.9123287671233,"Pub","Published","macrophyte","benthic invertebrates","2",NA,"Abundance","individualsPer1m2",1,"yes","Eutrophication",NA,"Eutrophication","negative",40.123,-8.836,1,"temperate","4_urban","1992-01-02",NA,15045.5303,0.1,0.114511052,2.598,3.153,32.64,30.09,4.64,2.09,-17.0876712328767,-0.336
"1469","Eutrophic","Cardoso","Cardoso","Cardoso_Eutrophic_S","S","gamma","1994-09-19",10.8495,1.3985,NA,72,"1992-02-03","2002-12-30",23.3077,1.4775,66068.8915,10.9123287671233,"Pub","Published","macrophyte","benthic invertebrates","2",NA,"Abundance","individualsPer1m2",1,"yes","Eutrophication",NA,"Eutrophication","negative",40.123,-8.836,1,"temperate","4_urban","1992-01-02",NA,NA,0.1,0.114511052,2.393,3.153,32.71,30.09,4.71,2.09,-17.0876712328767,NA
"1443","Eutrophic","Cardoso","Cardoso","Cardoso_Eutrophic_S","S","gamma","1994-10-28",10.8234,0.6763,25242.9546,72,"1992-02-03","2002-12-30",23.3077,1.4775,66068.8915,10.9123287671233,"Pub","Published","macrophyte","benthic invertebrates","2",NA,"Abundance","individualsPer1m2",1,"yes","Eutrophication",NA,"Eutrophication","negative",40.123,-8.836,1,"temperate","4_urban","1992-01-02",NA,25242.9546,0.1,0.114511052,2.391,3.153,32.82,30.09,4.82,2.09,-17.0876712328767,0.07
"1444","Eutrophic","Cardoso","Cardoso","Cardoso_Eutrophic_S","S","gamma","1994-11-29",12.8355,1.3906,22295.5082,72,"1992-02-03","2002-12-30",23.3077,1.4775,66068.8915,10.9123287671233,"Pub","Published","macrophyte","benthic invertebrates","2",NA,"Abundance","individualsPer1m2",1,"yes","Eutrophication",NA,"Eutrophication","negative",40.123,-8.836,1,"temperate","4_urban","1992-01-02",NA,22295.5082,0.1,0.114511052,2.56,3.153,32.91,30.09,4.91,2.09,-17.0876712328767,-0.047
"1445","Eutrophic","Cardoso","Cardoso","Cardoso_Eutrophic_S","S","gamma","1998-09-23",13.3522,2.2323,12510.1026,72,"1992-02-03","2002-12-30",23.3077,1.4775,66068.8915,10.9123287671233,"Pub","Published","macrophyte","benthic invertebrates","2",NA,"Abundance","individualsPer1m2",1,"yes","Eutrophication",NA,"Eutrophication","negative",40.123,-8.836,1,"temperate","4_urban","1992-01-02",NA,12510.1026,0.1,0.114511052,2.599,3.153,36.73,30.09,8.73,2.09,-17.0876712328767,-0.437
"1446","Eutrophic","Cardoso","Cardoso","Cardoso_Eutrophic_S","S","gamma","1998-10-25",10.3614,1.8355,13642.4902,72,"1992-02-03","2002-12-30",23.3077,1.4775,66068.8915,10.9123287671233,"Pub","Published","macrophyte","benthic invertebrates","2",NA,"Abundance","individualsPer1m2",1,"yes","Eutrophication",NA,"Eutrophication","negative",40.123,-8.836,1,"temperate","4_urban","1992-01-02",NA,13642.4902,0.1,0.114511052,2.348,3.153,36.81,30.09,8.81,2.09,-17.0876712328767,-0.392
"1433","Eutrophic","Cardoso","Cardoso","Cardoso_Eutrophic_S","S","gamma","1998-11-26",12.347,1.7561,14774.8258,72,"1992-02-03","2002-12-30",23.3077,1.4775,66068.8915,10.9123287671233,"Pub","Published","macrophyte","benthic invertebrates","2",NA,"Abundance","individualsPer1m2",1,"yes","Eutrophication",NA,"Eutrophication","negative",40.123,-8.836,1,"temperate","4_urban","1992-01-02",NA,14774.8258,0.1,0.114511052,2.521,3.153,36.9,30.09,8.9,2.09,-17.0876712328767,-0.347
"1421","Eutrophic","Cardoso","Cardoso","Cardoso_Eutrophic_S","S","gamma","1999-01-02",11.8709,1.6503,11827.2752,72,"1992-02-03","2002-12-30",23.3077,1.4775,66068.8915,10.9123287671233,"Pub","Published","macrophyte","benthic invertebrates","2",NA,"Abundance","individualsPer1m2",1,"yes","Eutrophication",NA,"Eutrophication","negative",40.123,-8.836,1,"temperate","4_urban","1992-01-02",NA,11827.2752,0.1,0.114511052,2.482,3.153,37,30.09,9,2.09,-17.0876712328767,-0.465
