"","Database","CitationID","StudyID","Site","Latitude","Longitude","DepthElevation","Day","Month","Year","Genus","Species","ObsEventID","ObsID","RepeatType","Treatment","Value","ValueType","ValueUnits"
"778","Elahi","Elahi","Elahi_Qsess","SC",48.551,-123.005,NA,14,12,2009,NA,NA,"Elahi_Qsess_SC_48.551_-123.005_NA_2009_12_14","Elahi_Qsess_SC_48.551_-123.005_NA","permanent",NA,15.75,"richness",NA
"779","Elahi","Elahi","Elahi_Qsess","SC",48.551,-123.005,NA,24,3,2010,NA,NA,"Elahi_Qsess_SC_48.551_-123.005_NA_2010_3_24","Elahi_Qsess_SC_48.551_-123.005_NA","permanent",NA,15.8333333333333,"richness",NA
"780","Elahi","Elahi","Elahi_Qsess","SC",48.551,-123.005,NA,4,6,2010,NA,NA,"Elahi_Qsess_SC_48.551_-123.005_NA_2010_6_4","Elahi_Qsess_SC_48.551_-123.005_NA","permanent",NA,14.8333333333333,"richness",NA
"781","Elahi","Elahi","Elahi_Qsess","SC",48.551,-123.005,NA,1,9,2010,NA,NA,"Elahi_Qsess_SC_48.551_-123.005_NA_2010_9_1","Elahi_Qsess_SC_48.551_-123.005_NA","permanent",NA,15.25,"richness",NA
"782","Elahi","Elahi","Elahi_Qsess","SC",48.551,-123.005,NA,6,12,2010,NA,NA,"Elahi_Qsess_SC_48.551_-123.005_NA_2010_12_6","Elahi_Qsess_SC_48.551_-123.005_NA","permanent",NA,14.1666666666667,"richness",NA
"783","Elahi","Elahi","Elahi_Qsess","SC",48.551,-123.005,NA,16,3,2011,NA,NA,"Elahi_Qsess_SC_48.551_-123.005_NA_2011_3_16","Elahi_Qsess_SC_48.551_-123.005_NA","permanent",NA,14,"richness",NA
"784","Elahi","Elahi","Elahi_Tmob","ON",48.605,-123.092,NA,27,3,2008,NA,NA,"Elahi_Tmob_ON_48.605_-123.092_NA_2008_3_27","Elahi_Tmob_ON_48.605_-123.092_NA","permanent",NA,3.33333333333333,"richness",NA
"785","Elahi","Elahi","Elahi_Tmob","ON",48.605,-123.092,NA,27,7,2008,NA,NA,"Elahi_Tmob_ON_48.605_-123.092_NA_2008_7_27","Elahi_Tmob_ON_48.605_-123.092_NA","permanent",NA,3.66666666666667,"richness",NA
"786","Elahi","Elahi","Elahi_Tmob","ON",48.605,-123.092,NA,31,10,2008,NA,NA,"Elahi_Tmob_ON_48.605_-123.092_NA_2008_10_31","Elahi_Tmob_ON_48.605_-123.092_NA","permanent",NA,6.33333333333333,"richness",NA
"787","Elahi","Elahi","Elahi_Tmob","ON",48.605,-123.092,NA,11,12,2008,NA,NA,"Elahi_Tmob_ON_48.605_-123.092_NA_2008_12_11","Elahi_Tmob_ON_48.605_-123.092_NA","permanent",NA,2,"richness",NA
"788","Elahi","Elahi","Elahi_Tmob","ON",48.605,-123.092,NA,20,3,2009,NA,NA,"Elahi_Tmob_ON_48.605_-123.092_NA_2009_3_20","Elahi_Tmob_ON_48.605_-123.092_NA","permanent",NA,5.33333333333333,"richness",NA
"789","Elahi","Elahi","Elahi_Tmob","ON",48.605,-123.092,NA,29,7,2009,NA,NA,"Elahi_Tmob_ON_48.605_-123.092_NA_2009_7_29","Elahi_Tmob_ON_48.605_-123.092_NA","permanent",NA,7.33333333333333,"richness",NA
"790","Elahi","Elahi","Elahi_Tmob","ON",48.605,-123.092,NA,22,10,2009,NA,NA,"Elahi_Tmob_ON_48.605_-123.092_NA_2009_10_22","Elahi_Tmob_ON_48.605_-123.092_NA","permanent",NA,7.33333333333333,"richness",NA
"791","Elahi","Elahi","Elahi_Tmob","ON",48.605,-123.092,NA,12,12,2009,NA,NA,"Elahi_Tmob_ON_48.605_-123.092_NA_2009_12_12","Elahi_Tmob_ON_48.605_-123.092_NA","permanent",NA,5.33333333333333,"richness",NA
"792","Elahi","Elahi","Elahi_Tmob","ON",48.605,-123.092,NA,7,3,2010,NA,NA,"Elahi_Tmob_ON_48.605_-123.092_NA_2010_3_7","Elahi_Tmob_ON_48.605_-123.092_NA","permanent",NA,5,"richness",NA
"793","Elahi","Elahi","Elahi_Tmob","ON",48.605,-123.092,NA,3,6,2010,NA,NA,"Elahi_Tmob_ON_48.605_-123.092_NA_2010_6_3","Elahi_Tmob_ON_48.605_-123.092_NA","permanent",NA,6.66666666666667,"richness",NA
"794","Elahi","Elahi","Elahi_Tmob","ON",48.605,-123.092,NA,30,8,2010,NA,NA,"Elahi_Tmob_ON_48.605_-123.092_NA_2010_8_30","Elahi_Tmob_ON_48.605_-123.092_NA","permanent",NA,8.33333333333333,"richness",NA
"795","Elahi","Elahi","Elahi_Tmob","ON",48.605,-123.092,NA,10,12,2010,NA,NA,"Elahi_Tmob_ON_48.605_-123.092_NA_2010_12_10","Elahi_Tmob_ON_48.605_-123.092_NA","permanent",NA,6,"richness",NA
"796","Elahi","Elahi","Elahi_Tmob","ON",48.605,-123.092,NA,14,3,2011,NA,NA,"Elahi_Tmob_ON_48.605_-123.092_NA_2011_3_14","Elahi_Tmob_ON_48.605_-123.092_NA","permanent",NA,6.33333333333333,"richness",NA
"797","Elahi","Elahi","Elahi_Tmob","ON",48.605,-123.092,NA,17,9,2011,NA,NA,"Elahi_Tmob_ON_48.605_-123.092_NA_2011_9_17","Elahi_Tmob_ON_48.605_-123.092_NA","permanent",NA,8,"richness",NA
"798","Elahi","Elahi","Elahi_Tmob","ON",48.605,-123.092,NA,17,3,2012,NA,NA,"Elahi_Tmob_ON_48.605_-123.092_NA_2012_3_17","Elahi_Tmob_ON_48.605_-123.092_NA","permanent",NA,3.66666666666667,"richness",NA
"799","Elahi","Elahi","Elahi_Tmob","ON",48.605,-123.092,NA,1,9,2012,NA,NA,"Elahi_Tmob_ON_48.605_-123.092_NA_2012_9_1","Elahi_Tmob_ON_48.605_-123.092_NA","permanent",NA,5,"richness",NA
"800","Elahi","Elahi","Elahi_Tmob","PG",48.559,-122.988,NA,27,3,2008,NA,NA,"Elahi_Tmob_PG_48.559_-122.988_NA_2008_3_27","Elahi_Tmob_PG_48.559_-122.988_NA","permanent",NA,4.66666666666667,"richness",NA
"801","Elahi","Elahi","Elahi_Tmob","PG",48.559,-122.988,NA,27,7,2008,NA,NA,"Elahi_Tmob_PG_48.559_-122.988_NA_2008_7_27","Elahi_Tmob_PG_48.559_-122.988_NA","permanent",NA,3.33333333333333,"richness",NA
"802","Elahi","Elahi","Elahi_Tmob","PG",48.559,-122.988,NA,31,10,2008,NA,NA,"Elahi_Tmob_PG_48.559_-122.988_NA_2008_10_31","Elahi_Tmob_PG_48.559_-122.988_NA","permanent",NA,5.66666666666667,"richness",NA
"803","Elahi","Elahi","Elahi_Tmob","PG",48.559,-122.988,NA,11,12,2008,NA,NA,"Elahi_Tmob_PG_48.559_-122.988_NA_2008_12_11","Elahi_Tmob_PG_48.559_-122.988_NA","permanent",NA,2,"richness",NA
"804","Elahi","Elahi","Elahi_Tmob","PG",48.559,-122.988,NA,20,3,2009,NA,NA,"Elahi_Tmob_PG_48.559_-122.988_NA_2009_3_20","Elahi_Tmob_PG_48.559_-122.988_NA","permanent",NA,5.66666666666667,"richness",NA
"805","Elahi","Elahi","Elahi_Tmob","PG",48.559,-122.988,NA,29,7,2009,NA,NA,"Elahi_Tmob_PG_48.559_-122.988_NA_2009_7_29","Elahi_Tmob_PG_48.559_-122.988_NA","permanent",NA,7,"richness",NA
"806","Elahi","Elahi","Elahi_Tmob","PG",48.559,-122.988,NA,22,10,2009,NA,NA,"Elahi_Tmob_PG_48.559_-122.988_NA_2009_10_22","Elahi_Tmob_PG_48.559_-122.988_NA","permanent",NA,7,"richness",NA
"807","Elahi","Elahi","Elahi_Tmob","PG",48.559,-122.988,NA,12,12,2009,NA,NA,"Elahi_Tmob_PG_48.559_-122.988_NA_2009_12_12","Elahi_Tmob_PG_48.559_-122.988_NA","permanent",NA,6,"richness",NA
"808","Elahi","Elahi","Elahi_Tmob","PG",48.559,-122.988,NA,7,3,2010,NA,NA,"Elahi_Tmob_PG_48.559_-122.988_NA_2010_3_7","Elahi_Tmob_PG_48.559_-122.988_NA","permanent",NA,6.33333333333333,"richness",NA
"809","Elahi","Elahi","Elahi_Tmob","PG",48.559,-122.988,NA,3,6,2010,NA,NA,"Elahi_Tmob_PG_48.559_-122.988_NA_2010_6_3","Elahi_Tmob_PG_48.559_-122.988_NA","permanent",NA,6,"richness",NA
"810","Elahi","Elahi","Elahi_Tmob","PG",48.559,-122.988,NA,30,8,2010,NA,NA,"Elahi_Tmob_PG_48.559_-122.988_NA_2010_8_30","Elahi_Tmob_PG_48.559_-122.988_NA","permanent",NA,7,"richness",NA
"811","Elahi","Elahi","Elahi_Tmob","PG",48.559,-122.988,NA,10,12,2010,NA,NA,"Elahi_Tmob_PG_48.559_-122.988_NA_2010_12_10","Elahi_Tmob_PG_48.559_-122.988_NA","permanent",NA,7.66666666666667,"richness",NA
"812","Elahi","Elahi","Elahi_Tmob","PG",48.559,-122.988,NA,14,3,2011,NA,NA,"Elahi_Tmob_PG_48.559_-122.988_NA_2011_3_14","Elahi_Tmob_PG_48.559_-122.988_NA","permanent",NA,3.66666666666667,"richness",NA
"813","Elahi","Elahi","Elahi_Tmob","PG",48.559,-122.988,NA,17,9,2011,NA,NA,"Elahi_Tmob_PG_48.559_-122.988_NA_2011_9_17","Elahi_Tmob_PG_48.559_-122.988_NA","permanent",NA,3.33333333333333,"richness",NA
"814","Elahi","Elahi","Elahi_Tmob","PG",48.559,-122.988,NA,17,3,2012,NA,NA,"Elahi_Tmob_PG_48.559_-122.988_NA_2012_3_17","Elahi_Tmob_PG_48.559_-122.988_NA","permanent",NA,2.66666666666667,"richness",NA
"815","Elahi","Elahi","Elahi_Tmob","PG",48.559,-122.988,NA,1,9,2012,NA,NA,"Elahi_Tmob_PG_48.559_-122.988_NA_2012_9_1","Elahi_Tmob_PG_48.559_-122.988_NA","permanent",NA,4.66666666666667,"richness",NA
"816","Elahi","Elahi","Elahi_Tmob","SC",48.551,-123.005,NA,27,3,2008,NA,NA,"Elahi_Tmob_SC_48.551_-123.005_NA_2008_3_27","Elahi_Tmob_SC_48.551_-123.005_NA","permanent",NA,2.33333333333333,"richness",NA
"817","Elahi","Elahi","Elahi_Tmob","SC",48.551,-123.005,NA,27,7,2008,NA,NA,"Elahi_Tmob_SC_48.551_-123.005_NA_2008_7_27","Elahi_Tmob_SC_48.551_-123.005_NA","permanent",NA,4.66666666666667,"richness",NA
"818","Elahi","Elahi","Elahi_Tmob","SC",48.551,-123.005,NA,31,10,2008,NA,NA,"Elahi_Tmob_SC_48.551_-123.005_NA_2008_10_31","Elahi_Tmob_SC_48.551_-123.005_NA","permanent",NA,3,"richness",NA
"819","Elahi","Elahi","Elahi_Tmob","SC",48.551,-123.005,NA,11,12,2008,NA,NA,"Elahi_Tmob_SC_48.551_-123.005_NA_2008_12_11","Elahi_Tmob_SC_48.551_-123.005_NA","permanent",NA,2,"richness",NA
"820","Elahi","Elahi","Elahi_Tmob","SC",48.551,-123.005,NA,20,3,2009,NA,NA,"Elahi_Tmob_SC_48.551_-123.005_NA_2009_3_20","Elahi_Tmob_SC_48.551_-123.005_NA","permanent",NA,3.66666666666667,"richness",NA
"821","Elahi","Elahi","Elahi_Tmob","SC",48.551,-123.005,NA,29,7,2009,NA,NA,"Elahi_Tmob_SC_48.551_-123.005_NA_2009_7_29","Elahi_Tmob_SC_48.551_-123.005_NA","permanent",NA,4.33333333333333,"richness",NA
"822","Elahi","Elahi","Elahi_Tmob","SC",48.551,-123.005,NA,22,10,2009,NA,NA,"Elahi_Tmob_SC_48.551_-123.005_NA_2009_10_22","Elahi_Tmob_SC_48.551_-123.005_NA","permanent",NA,5.66666666666667,"richness",NA
"823","Elahi","Elahi","Elahi_Tmob","SC",48.551,-123.005,NA,12,12,2009,NA,NA,"Elahi_Tmob_SC_48.551_-123.005_NA_2009_12_12","Elahi_Tmob_SC_48.551_-123.005_NA","permanent",NA,4,"richness",NA
"824","Elahi","Elahi","Elahi_Tmob","SC",48.551,-123.005,NA,7,3,2010,NA,NA,"Elahi_Tmob_SC_48.551_-123.005_NA_2010_3_7","Elahi_Tmob_SC_48.551_-123.005_NA","permanent",NA,4.33333333333333,"richness",NA
"825","Elahi","Elahi","Elahi_Tmob","SC",48.551,-123.005,NA,3,6,2010,NA,NA,"Elahi_Tmob_SC_48.551_-123.005_NA_2010_6_3","Elahi_Tmob_SC_48.551_-123.005_NA","permanent",NA,4.66666666666667,"richness",NA
"826","Elahi","Elahi","Elahi_Tmob","SC",48.551,-123.005,NA,30,8,2010,NA,NA,"Elahi_Tmob_SC_48.551_-123.005_NA_2010_8_30","Elahi_Tmob_SC_48.551_-123.005_NA","permanent",NA,5.66666666666667,"richness",NA
"827","Elahi","Elahi","Elahi_Tmob","SC",48.551,-123.005,NA,10,12,2010,NA,NA,"Elahi_Tmob_SC_48.551_-123.005_NA_2010_12_10","Elahi_Tmob_SC_48.551_-123.005_NA","permanent",NA,6.33333333333333,"richness",NA
"828","Elahi","Elahi","Elahi_Tmob","SC",48.551,-123.005,NA,14,3,2011,NA,NA,"Elahi_Tmob_SC_48.551_-123.005_NA_2011_3_14","Elahi_Tmob_SC_48.551_-123.005_NA","permanent",NA,3.66666666666667,"richness",NA
"829","Elahi","Elahi","Elahi_Tmob","SC",48.551,-123.005,NA,17,9,2011,NA,NA,"Elahi_Tmob_SC_48.551_-123.005_NA_2011_9_17","Elahi_Tmob_SC_48.551_-123.005_NA","permanent",NA,5.66666666666667,"richness",NA
"830","Elahi","Elahi","Elahi_Tmob","SC",48.551,-123.005,NA,17,3,2012,NA,NA,"Elahi_Tmob_SC_48.551_-123.005_NA_2012_3_17","Elahi_Tmob_SC_48.551_-123.005_NA","permanent",NA,2.66666666666667,"richness",NA
"831","Elahi","Elahi","Elahi_Tmob","SC",48.551,-123.005,NA,1,9,2012,NA,NA,"Elahi_Tmob_SC_48.551_-123.005_NA_2012_9_1","Elahi_Tmob_SC_48.551_-123.005_NA","permanent",NA,5.66666666666667,"richness",NA
"832","Elahi","Frid2009","Frid2009","M1",55.117,-1.333,NA,30,12,1978,NA,NA,"Frid2009_M1_55.117_-1.333_NA_1978_12_30","Frid2009_M1_55.117_-1.333_NA","semi-permanent",NA,72.5528,"richness",NA
"833","Elahi","Frid2009","Frid2009","M1",55.117,-1.333,NA,5,1,1979,NA,NA,"Frid2009_M1_55.117_-1.333_NA_1979_1_5","Frid2009_M1_55.117_-1.333_NA","semi-permanent",NA,90.5904,"richness",NA
"834","Elahi","Frid2009","Frid2009","M1",55.117,-1.333,NA,24,12,1979,NA,NA,"Frid2009_M1_55.117_-1.333_NA_1979_12_24","Frid2009_M1_55.117_-1.333_NA","semi-permanent",NA,88.6547,"richness",NA
"835","Elahi","Frid2009","Frid2009","M1",55.117,-1.333,NA,14,1,1980,NA,NA,"Frid2009_M1_55.117_-1.333_NA_1980_1_14","Frid2009_M1_55.117_-1.333_NA","semi-permanent",NA,72.8071,"richness",NA
"836","Elahi","Frid2009","Frid2009","M1",55.117,-1.333,NA,22,12,1980,NA,NA,"Frid2009_M1_55.117_-1.333_NA_1980_12_22","Frid2009_M1_55.117_-1.333_NA","semi-permanent",NA,95.3512,"richness",NA
"837","Elahi","Frid2009","Frid2009","M1",55.117,-1.333,NA,1,1,1981,NA,NA,"Frid2009_M1_55.117_-1.333_NA_1981_1_1","Frid2009_M1_55.117_-1.333_NA","semi-permanent",NA,84.0131,"richness",NA
"838","Elahi","Frid2009","Frid2009","M1",55.117,-1.333,NA,26,12,1981,NA,NA,"Frid2009_M1_55.117_-1.333_NA_1981_12_26","Frid2009_M1_55.117_-1.333_NA","semi-permanent",NA,107.2012,"richness",NA
"839","Elahi","Frid2009","Frid2009","M1",55.117,-1.333,NA,31,12,1981,NA,NA,"Frid2009_M1_55.117_-1.333_NA_1981_12_31","Frid2009_M1_55.117_-1.333_NA","semi-permanent",NA,92.3845,"richness",NA
"840","Elahi","Frid2009","Frid2009","M1",55.117,-1.333,NA,14,12,1982,NA,NA,"Frid2009_M1_55.117_-1.333_NA_1982_12_14","Frid2009_M1_55.117_-1.333_NA","semi-permanent",NA,98.3081,"richness",NA
"841","Elahi","Frid2009","Frid2009","M1",55.117,-1.333,NA,14,1,1983,NA,NA,"Frid2009_M1_55.117_-1.333_NA_1983_1_14","Frid2009_M1_55.117_-1.333_NA","semi-permanent",NA,105.5229,"richness",NA
"842","Elahi","Frid2009","Frid2009","M1",55.117,-1.333,NA,23,12,1983,NA,NA,"Frid2009_M1_55.117_-1.333_NA_1983_12_23","Frid2009_M1_55.117_-1.333_NA","semi-permanent",NA,96.5011,"richness",NA
"843","Elahi","Frid2009","Frid2009","M1",55.117,-1.333,NA,28,12,1983,NA,NA,"Frid2009_M1_55.117_-1.333_NA_1983_12_28","Frid2009_M1_55.117_-1.333_NA","semi-permanent",NA,111.9619,"richness",NA
"844","Elahi","Frid2009","Frid2009","M1",55.117,-1.333,NA,21,12,1984,NA,NA,"Frid2009_M1_55.117_-1.333_NA_1984_12_21","Frid2009_M1_55.117_-1.333_NA","semi-permanent",NA,101.6515,"richness",NA
"845","Elahi","Frid2009","Frid2009","M1",55.117,-1.333,NA,5,1,1985,NA,NA,"Frid2009_M1_55.117_-1.333_NA_1985_1_5","Frid2009_M1_55.117_-1.333_NA","semi-permanent",NA,80.908,"richness",NA
"846","Elahi","Frid2009","Frid2009","M1",55.117,-1.333,NA,19,12,1985,NA,NA,"Frid2009_M1_55.117_-1.333_NA_1985_12_19","Frid2009_M1_55.117_-1.333_NA","semi-permanent",NA,62.3519,"richness",NA
"847","Elahi","Frid2009","Frid2009","M1",55.117,-1.333,NA,30,12,1985,NA,NA,"Frid2009_M1_55.117_-1.333_NA_1985_12_30","Frid2009_M1_55.117_-1.333_NA","semi-permanent",NA,69.9534,"richness",NA
"848","Elahi","Frid2009","Frid2009","M1",55.117,-1.333,NA,2,1,1987,NA,NA,"Frid2009_M1_55.117_-1.333_NA_1987_1_2","Frid2009_M1_55.117_-1.333_NA","semi-permanent",NA,73.5577,"richness",NA
"849","Elahi","Frid2009","Frid2009","M1",55.117,-1.333,NA,16,12,1987,NA,NA,"Frid2009_M1_55.117_-1.333_NA_1987_12_16","Frid2009_M1_55.117_-1.333_NA","semi-permanent",NA,80.8986,"richness",NA
"850","Elahi","Frid2009","Frid2009","M1",55.117,-1.333,NA,1,1,1988,NA,NA,"Frid2009_M1_55.117_-1.333_NA_1988_1_1","Frid2009_M1_55.117_-1.333_NA","semi-permanent",NA,81.6715,"richness",NA
"851","Elahi","Frid2009","Frid2009","M1",55.117,-1.333,NA,14,12,1988,NA,NA,"Frid2009_M1_55.117_-1.333_NA_1988_12_14","Frid2009_M1_55.117_-1.333_NA","semi-permanent",NA,104.8597,"richness",NA
"852","Elahi","Frid2009","Frid2009","M1",55.117,-1.333,NA,25,12,1988,NA,NA,"Frid2009_M1_55.117_-1.333_NA_1988_12_25","Frid2009_M1_55.117_-1.333_NA","semi-permanent",NA,83.8586,"richness",NA
"853","Elahi","Frid2009","Frid2009","M1",55.117,-1.333,NA,23,12,1989,NA,NA,"Frid2009_M1_55.117_-1.333_NA_1989_12_23","Frid2009_M1_55.117_-1.333_NA","semi-permanent",NA,84.1131,"richness",NA
"854","Elahi","Frid2009","Frid2009","M1",55.117,-1.333,NA,7,1,1991,NA,NA,"Frid2009_M1_55.117_-1.333_NA_1991_1_7","Frid2009_M1_55.117_-1.333_NA","semi-permanent",NA,81.2752,"richness",NA
"855","Elahi","Frid2009","Frid2009","M1",55.117,-1.333,NA,21,12,1991,NA,NA,"Frid2009_M1_55.117_-1.333_NA_1991_12_21","Frid2009_M1_55.117_-1.333_NA","semi-permanent",NA,119.5377,"richness",NA
"856","Elahi","Frid2009","Frid2009","M1",55.117,-1.333,NA,26,12,1991,NA,NA,"Frid2009_M1_55.117_-1.333_NA_1991_12_26","Frid2009_M1_55.117_-1.333_NA","semi-permanent",NA,98.279,"richness",NA
"857","Elahi","Frid2009","Frid2009","M1",55.117,-1.333,NA,19,12,1992,NA,NA,"Frid2009_M1_55.117_-1.333_NA_1992_12_19","Frid2009_M1_55.117_-1.333_NA","semi-permanent",NA,123.5286,"richness",NA
"858","Elahi","Frid2009","Frid2009","M1",55.117,-1.333,NA,29,12,1992,NA,NA,"Frid2009_M1_55.117_-1.333_NA_1992_12_29","Frid2009_M1_55.117_-1.333_NA","semi-permanent",NA,112.5771,"richness",NA
"859","Elahi","Frid2009","Frid2009","M1",55.117,-1.333,NA,17,12,1993,NA,NA,"Frid2009_M1_55.117_-1.333_NA_1993_12_17","Frid2009_M1_55.117_-1.333_NA","semi-permanent",NA,101.36485,"richness",NA
"860","Elahi","Frid2009","Frid2009","M1",55.117,-1.333,NA,21,12,1994,NA,NA,"Frid2009_M1_55.117_-1.333_NA_1994_12_21","Frid2009_M1_55.117_-1.333_NA","semi-permanent",NA,107.1594,"richness",NA
"861","Elahi","Frid2009","Frid2009","M1",55.117,-1.333,NA,6,1,1995,NA,NA,"Frid2009_M1_55.117_-1.333_NA_1995_1_6","Frid2009_M1_55.117_-1.333_NA","semi-permanent",NA,121.5894,"richness",NA
"862","Elahi","Frid2009","Frid2009","M1",55.117,-1.333,NA,30,12,1995,NA,NA,"Frid2009_M1_55.117_-1.333_NA_1995_12_30","Frid2009_M1_55.117_-1.333_NA","semi-permanent",NA,101.2295,"richness",NA
"863","Elahi","Frid2009","Frid2009","M1",55.117,-1.333,NA,31,12,1995,NA,NA,"Frid2009_M1_55.117_-1.333_NA_1995_12_31","Frid2009_M1_55.117_-1.333_NA","semi-permanent",NA,123.5188,"richness",NA
"864","Elahi","Frid2009","Frid2009","M1",55.117,-1.333,NA,28,12,1996,NA,NA,"Frid2009_M1_55.117_-1.333_NA_1996_12_28","Frid2009_M1_55.117_-1.333_NA","semi-permanent",NA,112.5642,"richness",NA
"865","Elahi","Frid2009","Frid2009","M1",55.117,-1.333,NA,8,1,1997,NA,NA,"Frid2009_M1_55.117_-1.333_NA_1997_1_8","Frid2009_M1_55.117_-1.333_NA","semi-permanent",NA,121.7118,"richness",NA
"866","Elahi","Frid2009","Frid2009","M1",55.117,-1.333,NA,16,12,1997,NA,NA,"Frid2009_M1_55.117_-1.333_NA_1997_12_16","Frid2009_M1_55.117_-1.333_NA","semi-permanent",NA,128.4085,"richness",NA
"867","Elahi","Frid2009","Frid2009","M1",55.117,-1.333,NA,9,12,1998,NA,NA,"Frid2009_M1_55.117_-1.333_NA_1998_12_9","Frid2009_M1_55.117_-1.333_NA","semi-permanent",NA,98.3855,"richness",NA
"868","Elahi","Frid2009","Frid2009","M1",55.117,-1.333,NA,15,12,1998,NA,NA,"Frid2009_M1_55.117_-1.333_NA_1998_12_15","Frid2009_M1_55.117_-1.333_NA","semi-permanent",NA,110.7541,"richness",NA
"869","Elahi","Frid2009","Frid2009","M1",55.117,-1.333,NA,13,12,1999,NA,NA,"Frid2009_M1_55.117_-1.333_NA_1999_12_13","Frid2009_M1_55.117_-1.333_NA","semi-permanent",NA,89.2346,"richness",NA
"870","Elahi","Frid2009","Frid2009","M1",55.117,-1.333,NA,14,12,1999,NA,NA,"Frid2009_M1_55.117_-1.333_NA_1999_12_14","Frid2009_M1_55.117_-1.333_NA","semi-permanent",NA,122.6042,"richness",NA
"871","Elahi","Frid2009","Frid2009","M1",55.117,-1.333,NA,16,12,2000,NA,NA,"Frid2009_M1_55.117_-1.333_NA_2000_12_16","Frid2009_M1_55.117_-1.333_NA","semi-permanent",NA,106.1094,"richness",NA
"872","Elahi","Frid2009","Frid2009","M1",55.117,-1.333,NA,17,1,2001,NA,NA,"Frid2009_M1_55.117_-1.333_NA_2001_1_17","Frid2009_M1_55.117_-1.333_NA","semi-permanent",NA,106.7532,"richness",NA
"873","Elahi","Frid2009","Frid2009","M1",55.117,-1.333,NA,15,12,2001,NA,NA,"Frid2009_M1_55.117_-1.333_NA_2001_12_15","Frid2009_M1_55.117_-1.333_NA","semi-permanent",NA,94.7682,"richness",NA
"874","Elahi","Frid2009","Frid2009","M1",55.117,-1.333,NA,24,12,2002,NA,NA,"Frid2009_M1_55.117_-1.333_NA_2002_12_24","Frid2009_M1_55.117_-1.333_NA","semi-permanent",NA,98.3725,"richness",NA
"875","Elahi","Frid2009","Frid2009","M1",55.117,-1.333,NA,4,1,2003,NA,NA,"Frid2009_M1_55.117_-1.333_NA_2003_1_4","Frid2009_M1_55.117_-1.333_NA","semi-permanent",NA,108.6796,"richness",NA
"876","Elahi","Frid2009","Frid2009","M1",55.117,-1.333,NA,12,12,2003,NA,NA,"Frid2009_M1_55.117_-1.333_NA_2003_12_12","Frid2009_M1_55.117_-1.333_NA","semi-permanent",NA,107.3881,"richness",NA
"877","Elahi","Frid2009","Frid2009","M1",55.117,-1.333,NA,18,12,2003,NA,NA,"Frid2009_M1_55.117_-1.333_NA_2003_12_18","Frid2009_M1_55.117_-1.333_NA","semi-permanent",NA,114.3455,"richness",NA
"878","Elahi","Frid2009","Frid2009","M1",55.117,-1.333,NA,15,12,2004,NA,NA,"Frid2009_M1_55.117_-1.333_NA_2004_12_15","Frid2009_M1_55.117_-1.333_NA","semi-permanent",NA,110.3483,"richness",NA
"879","Elahi","Frid2009","Frid2009","M1",55.117,-1.333,NA,26,12,2004,NA,NA,"Frid2009_M1_55.117_-1.333_NA_2004_12_26","Frid2009_M1_55.117_-1.333_NA","semi-permanent",NA,122.7168,"richness",NA
"880","Elahi","FriedBeets08","FriedBeets08","Cocoloba",18.315,-64.76,NA,16,12,1988,NA,NA,"FriedBeets08_Cocoloba_18.315_-64.76_NA_1988_12_16","FriedBeets08_Cocoloba_18.315_-64.76_NA","semi-permanent",NA,19.0142,"richness",NA
"881","Elahi","FriedBeets08","FriedBeets08","Cocoloba",18.315,-64.76,NA,16,1,1989,NA,NA,"FriedBeets08_Cocoloba_18.315_-64.76_NA_1989_1_16","FriedBeets08_Cocoloba_18.315_-64.76_NA","semi-permanent",NA,16.9891,"richness",NA
"882","Elahi","FriedBeets08","FriedBeets08","Cocoloba",18.315,-64.76,NA,16,2,1989,NA,NA,"FriedBeets08_Cocoloba_18.315_-64.76_NA_1989_2_16","FriedBeets08_Cocoloba_18.315_-64.76_NA","semi-permanent",NA,14.8929,"richness",NA
"883","Elahi","FriedBeets08","FriedBeets08","Cocoloba",18.315,-64.76,NA,19,3,1989,NA,NA,"FriedBeets08_Cocoloba_18.315_-64.76_NA_1989_3_19","FriedBeets08_Cocoloba_18.315_-64.76_NA","semi-permanent",NA,15.9769,"richness",NA
"884","Elahi","FriedBeets08","FriedBeets08","Cocoloba",18.315,-64.76,NA,16,4,1989,NA,NA,"FriedBeets08_Cocoloba_18.315_-64.76_NA_1989_4_16","FriedBeets08_Cocoloba_18.315_-64.76_NA","semi-permanent",NA,16.9454,"richness",NA
"885","Elahi","FriedBeets08","FriedBeets08","Cocoloba",18.315,-64.76,NA,17,5,1989,NA,NA,"FriedBeets08_Cocoloba_18.315_-64.76_NA_1989_5_17","FriedBeets08_Cocoloba_18.315_-64.76_NA","semi-permanent",NA,18.4825,"richness",NA
"886","Elahi","FriedBeets08","FriedBeets08","Cocoloba",18.315,-64.76,NA,16,6,1989,NA,NA,"FriedBeets08_Cocoloba_18.315_-64.76_NA_1989_6_16","FriedBeets08_Cocoloba_18.315_-64.76_NA","semi-permanent",NA,15.3381,"richness",NA
"887","Elahi","FriedBeets08","FriedBeets08","Cocoloba",18.315,-64.76,NA,17,7,1989,NA,NA,"FriedBeets08_Cocoloba_18.315_-64.76_NA_1989_7_17","FriedBeets08_Cocoloba_18.315_-64.76_NA","semi-permanent",NA,15.6492,"richness",NA
